id|fact|category|question|correct|wrong1|wrong2|wrong3|explanation|book|chapter|sourceURL
ga_14_48|cedric.wand.length|Wands|In the fourth book, Harry Potter and the Goblet of Fire, how long is Cedric Diggory's wand?|Twelve and a quarter inches|Ten and a quarter inches|Eleven and a half inches|Thirteen inches|Cedric's wand measures twelve and a quarter inches. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 18.|gf|18|https://www.hp-lexicon.org/source/the-harry-potter-novels/gf/gf18/
ga_14_49|tofty.patronus.informant|Examinations|In the fifth book, Harry Potter and the Order of the Phoenix, who told Professor Tofty that Harry could produce a Patronus?|Tiberius Ogden|Griselda Marchbanks|Alastor Moody|Amelia Bones|Tiberius Ogden tells Tofty that Harry can produce a Patronus. This occurs in the fifth book, Harry Potter and the Order of the Phoenix, chapter 31.|op|31|https://www.hp-lexicon.org/source/the-harry-potter-novels/op/op31/
ga_14_50|apparition.course.duration|Apparition|In the sixth book, Harry Potter and the Half-Blood Prince, for how many weeks is Wilkie Twycross scheduled to teach the Apparition course?|Twelve|Eight|Ten|Fourteen|Twycross introduces a course lasting twelve weeks. This occurs in the sixth book, Harry Potter and the Half-Blood Prince, chapter 18.|hbp|18|https://www.hp-lexicon.org/source/the-harry-potter-novels/hbp/hbp18/
ga_15_41|school.cauldron.size|School supplies|In the first book, Harry Potter and the Philosopher's Stone, what size cauldron appears on Harry's school equipment list?|Size two|Size one|Size three|Size four|The first-year equipment list specifies a size-two cauldron. This occurs in the first book, Harry Potter and the Philosopher's Stone, chapter 5.|ps|5|https://www.hp-lexicon.org/source/the-harry-potter-novels/ps/ps5/
ga_15_42|ron.missing.card.pair|Chocolate Frog cards|In the first book, Harry Potter and the Philosopher's Stone, which pair of Chocolate Frog cards does Ron say he is missing on his first train journey with Harry?|Agrippa and Ptolemy|Merlin and Morgana|Dumbledore and Flamel|Circe and Cliodna|Ron says that Agrippa and Ptolemy are still missing from his card collection. This occurs in the first book, Harry Potter and the Philosopher's Stone, chapter 6.|ps|6|https://www.hp-lexicon.org/source/the-harry-potter-novels/ps/ps6/
ga_15_43|nick.execution.blows|Ghosts|In the second book, Harry Potter and the Chamber of Secrets, how many axe blows does Nick say were used in his botched execution?|Forty-five|Thirty-five|Forty|Fifty|Nick says that forty-five axe blows failed to sever his head completely. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 8.|cs|8|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs8/
ga_15_44|kwikspell.nettles.town|Correspondence courses|In the second book, Harry Potter and the Chamber of Secrets, which town is Madam Nettles from in the Kwikspell advertisement Harry reads?|Topsham|Didsbury|Little Whinging|Budleigh Babberton|The Kwikspell advertisement identifies Madam Nettles as a customer from Topsham. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 8.|cs|8|https://www.hp-lexicon.org/thing/kwikspell/
ga_15_45|kwikspell.prod.transformation|Correspondence courses|In the second book, Harry Potter and the Chamber of Secrets, which creature does the wizard from Didsbury claim to have turned his wife into after using Kwikspell?|A yak|A goat|A donkey|A llama|The wizard from Didsbury claims that he transformed his wife into a yak. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 8.|cs|8|https://www.hp-lexicon.org/thing/kwikspell/
ga_15_46|ice.mice.effects|Hogsmeade sweets|In the third book, Harry Potter and the Prisoner of Azkaban, which sweets does Honeydukes advertise as making your teeth chatter and squeak?|Ice Mice|Pepper Imps|Jelly Slugs|Sugar Quills|Ice Mice make the customer's teeth chatter and squeak. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 10.|pa|10|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa10/
ga_15_47|bagman.brother.name|Ministry officials|In the fourth book, Harry Potter and the Goblet of Fire, what is the first name of Ludo Bagman's brother?|Otto|Oswald|Orville|Oscar|Ludo Bagman's brother is Otto. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 5.|gf|5|https://www.hp-lexicon.org/character/bagman-family/otto-bagman/
ga_15_48|fleur.wand.length|Wands|In the fourth book, Harry Potter and the Goblet of Fire, how long is Fleur Delacour's wand when Ollivander examines it?|Nine and a half inches|Ten and a quarter inches|Eleven and a half inches|Twelve and a quarter inches|Ollivander measures Fleur's wand at nine and a half inches. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 18.|gf|18|https://www.hp-lexicon.org/source/the-harry-potter-novels/gf/gf18/
ga_15_49|harry.charms.exam.confusion|Examinations|In the fifth book, Harry Potter and the Order of the Phoenix, which charm does Harry confuse with a Colour-Change Charm during his practical Charms exam?|A Growth Charm|A Freezing Charm|A Summoning Charm|A Silencing Charm|Harry accidentally uses a Growth Charm instead of changing the rat's colour. This occurs in the fifth book, Harry Potter and the Order of the Phoenix, chapter 31.|op|31|https://www.hp-lexicon.org/magic/colour-change/
ga_15_50|hermione.horcrux.warning.book|Magical books|In the sixth book, Harry Potter and the Half-Blood Prince, which book gives Hermione only a brief warning instead of useful information about Horcruxes?|Magick Moste Evile|Secrets of the Darkest Art|Moste Potente Potions|A Guide to Advanced Transfiguration|Magick Moste Evile gives Hermione a warning about Horcruxes rather than useful instructions. This occurs in the sixth book, Harry Potter and the Half-Blood Prince, chapter 18.|hbp|18|https://www.harrypotter.com/features/harry-potter-101-dark-magical-objects
